Data Series,Education,Tuition & Other Fees (Extrapolated),Textbooks & Guides (Extrapolated),Tuition & Other Fees,Textbooks & Guides
1970-12 ,15.82,15.76448092,19.43520267,,
1970-11 ,15.82,15.76448092,19.43520267,,
1970-10 ,15.82,15.76448092,19.43520267,,
1970-09 ,15.82,15.76448092,19.43520267,,
1970-08 ,15.82,15.76448092,19.43520267,,
1970-07 ,15.82,15.76448092,19.43520267,,
1970-06 ,15.82,15.76448092,19.43520267,,
1970-05 ,15.82,15.76448092,19.43520267,,
1970-04 ,15.82,15.76448092,19.43520267,,
1970-03 ,15.82,15.76448092,19.43520267,,
1970-02 ,15.82,15.76448092,19.43520267,,
1970-01 ,15.82,15.76448092,19.43520267,,
1969-12 ,15.499,15.44460745,19.04084742,,
1969-11 ,15.499,15.44460745,19.04084742,,
1969-10 ,15.499,15.44460745,19.04084742,,
1969-09 ,15.499,15.44460745,19.04084742,,
1969-08 ,15.499,15.44460745,19.04084742,,
1969-07 ,15.499,15.44460745,19.04084742,,
1969-06 ,15.499,15.44460745,19.04084742,,
1969-05 ,15.499,15.44460745,19.04084742,,
1969-04 ,15.499,15.44460745,19.04084742,,
1969-03 ,15.499,15.44460745,19.04084742,,
1969-02 ,15.499,15.44460745,19.04084742,,
1969-01 ,15.499,15.44460745,19.04084742,,
1968-12 ,15.179,15.12573046,18.64772069,,
1968-11 ,15.179,15.12573046,18.64772069,,
1968-10 ,15.179,15.12573046,18.64772069,,
1968-09 ,15.179,15.12573046,18.64772069,,
1968-08 ,15.179,15.12573046,18.64772069,,
1968-07 ,15.179,15.12573046,18.64772069,,
1968-06 ,15.179,15.12573046,18.64772069,,
1968-05 ,15.179,15.12573046,18.64772069,,
1968-04 ,15.179,15.12573046,18.64772069,,
1968-03 ,15.179,15.12573046,18.64772069,,
1968-02 ,15.179,15.12573046,18.64772069,,
1968-01 ,15.179,15.12573046,18.64772069,,
1967-12 ,15.42,15.36588469,18.94379426,,
1967-11 ,15.42,15.36588469,18.94379426,,
1967-10 ,15.42,15.36588469,18.94379426,,
1967-09 ,15.42,15.36588469,18.94379426,,
1967-08 ,15.42,15.36588469,18.94379426,,
1967-07 ,15.42,15.36588469,18.94379426,,
1967-06 ,15.42,15.36588469,18.94379426,,
1967-05 ,15.42,15.36588469,18.94379426,,
1967-04 ,15.42,15.36588469,18.94379426,,
1967-03 ,15.42,15.36588469,18.94379426,,
1967-02 ,15.42,15.36588469,18.94379426,,
1967-01 ,15.42,15.36588469,18.94379426,,
1966-12 ,15.701,15.64589854,19.28900867,,
1966-11 ,15.701,15.64589854,19.28900867,,
1966-10 ,15.701,15.64589854,19.28900867,,
1966-09 ,15.701,15.64589854,19.28900867,,
1966-08 ,15.701,15.64589854,19.28900867,,
1966-07 ,15.701,15.64589854,19.28900867,,
1966-06 ,15.701,15.64589854,19.28900867,,
1966-05 ,15.701,15.64589854,19.28900867,,
1966-04 ,15.701,15.64589854,19.28900867,,
1966-03 ,15.701,15.64589854,19.28900867,,
1966-02 ,15.701,15.64589854,19.28900867,,
1966-01 ,15.701,15.64589854,19.28900867,,
1965-12 ,15.218,15.16459359,18.69563301,,
1965-11 ,15.218,15.16459359,18.69563301,,
1965-10 ,15.218,15.16459359,18.69563301,,
1965-09 ,15.218,15.16459359,18.69563301,,
1965-08 ,15.218,15.16459359,18.69563301,,
1965-07 ,15.218,15.16459359,18.69563301,,
1965-06 ,15.218,15.16459359,18.69563301,,
1965-05 ,15.218,15.16459359,18.69563301,,
1965-04 ,15.218,15.16459359,18.69563301,,
1965-03 ,15.218,15.16459359,18.69563301,,
1965-02 ,15.218,15.16459359,18.69563301,,
1965-01 ,15.218,15.16459359,18.69563301,,
1964-12 ,15.578,15.5233302,19.13790058,,
1964-11 ,15.578,15.5233302,19.13790058,,
1964-10 ,15.578,15.5233302,19.13790058,,
1964-09 ,15.578,15.5233302,19.13790058,,
1964-08 ,15.578,15.5233302,19.13790058,,
1964-07 ,15.578,15.5233302,19.13790058,,
1964-06 ,15.578,15.5233302,19.13790058,,
1964-05 ,15.578,15.5233302,19.13790058,,
1964-04 ,15.578,15.5233302,19.13790058,,
1964-03 ,15.578,15.5233302,19.13790058,,
1964-02 ,15.578,15.5233302,19.13790058,,
1964-01 ,15.578,15.5233302,19.13790058,,
1963-12 ,15.412,15.35791277,18.93396609,,
1963-11 ,15.412,15.35791277,18.93396609,,
1963-10 ,15.412,15.35791277,18.93396609,,
1963-09 ,15.412,15.35791277,18.93396609,,
1963-08 ,15.412,15.35791277,18.93396609,,
1963-07 ,15.412,15.35791277,18.93396609,,
1963-06 ,15.412,15.35791277,18.93396609,,
1963-05 ,15.412,15.35791277,18.93396609,,
1963-04 ,15.412,15.35791277,18.93396609,,
1963-03 ,15.412,15.35791277,18.93396609,,
1963-02 ,15.412,15.35791277,18.93396609,,
1963-01 ,15.412,15.35791277,18.93396609,,
1962-12 ,14.93,14.87760431,18.34181896,,
1962-11 ,14.93,14.87760431,18.34181896,,
1962-10 ,14.93,14.87760431,18.34181896,,
1962-09 ,14.93,14.87760431,18.34181896,,
1962-08 ,14.93,14.87760431,18.34181896,,
1962-07 ,14.93,14.87760431,18.34181896,,
1962-06 ,14.93,14.87760431,18.34181896,,
1962-05 ,14.93,14.87760431,18.34181896,,
1962-04 ,14.93,14.87760431,18.34181896,,
1962-03 ,14.93,14.87760431,18.34181896,,
1962-02 ,14.93,14.87760431,18.34181896,,
1962-01 ,14.93,14.87760431,18.34181896,,
1961-12 ,14.874,14.82180084,18.27302178,,
1961-11 ,14.874,14.82180084,18.27302178,,
1961-10 ,14.874,14.82180084,18.27302178,,
1961-09 ,14.874,14.82180084,18.27302178,,
1961-08 ,14.874,14.82180084,18.27302178,,
1961-07 ,14.874,14.82180084,18.27302178,,
1961-06 ,14.874,14.82180084,18.27302178,,
1961-05 ,14.874,14.82180084,18.27302178,,
1961-04 ,14.874,14.82180084,18.27302178,,
1961-03 ,14.874,14.82180084,18.27302178,,
1961-02 ,14.874,14.82180084,18.27302178,,
1961-01 ,14.874,14.82180084,18.27302178,,
